ID_BOW,Numero_Protocolo,Empresa_Responsable,Nombre_Especimen,Investigador_Asignado,Sede_Contencion,Tipo_BOW,Cepa_Origen,Nivel_Peligro,Tipo_Contencion,Estado_Especimen,Unidades_Stock,Unidades_Activas,Unidades_Cuarentena,Unidades_Eliminadas,Peso_Promedio_kg,Altura_Promedio_m,Fecha_Creacion,Fecha_Ultimo_Reporte,Dias_En_Inventario,Comportamiento_Primario,Tasa_Mutacion_Pct,Estabilidad_Genetica_Pct,Tasa_Mortalidad_Contencion_Pct,Tasa_Fuga_Historica_Pct,Incidente_Fuga_Mas_Reciente,Bajas_Personal_Causadas,Tasa_Neutralizacion_Pct,Protocolo_Terminacion,Estado_Regulatorio,Aprobacion_Comite_Bioseguridad,Presupuesto_Mantenimiento_USD,Costo_Por_Unidad_USD,Estado_Publicacion_Interna,Clasificacion_Documental,Patentes_Bio_Aplicadas,Potencial_Armamento,Entorno_Operacion,Region_Geografica,Numero_Instalaciones,Socio_Externo_CRO,Puntuacion_Contencion,Incidentes_Protocolo,Cumplimiento_Bioseguridad_Pct,Tasa_Retencion_Especimenes_Pct,Tiempo_Desarrollo_Dias,Año_Creacion,Mes_Creacion,Trimestre_Creacion,Estado_Proyecto
BOW-2665-4904,UC-BOW-722-2013,WilPharma Corp.,Cerbero,Dr. James Marcus,Laboratorio Submarina Calcos,Zombie,Virus-T,NIVEL-5 Crítico,Cápsula de Gas Paralizante,Congelado Criónico,35,32,0,0,512.4,1.54,2006-08-17,2009-06-12,1030,Obediente (Verbal),65.4,32.9,2.0,20.2,2017-10-06 00:00:00,133,78.3,Explosivo C4 Interno,Activo en Base de Datos,Clasificado,1257826,309919,Clasificado Interno,CONFIDENCIAL,1,Bajo,Ártico,Oriente Medio,8,Umbrella-EU,72.8,15,77.7,93.9,1959,2006,8,Q3,Archivado
BOW-4875-4905,UC-BOW-474-2017,Corporación Umbrella,Eliminador,Dr. Oswell Spencer,Instalación Africana Kijuju,Hunter,Cepa NE-α,NIVEL-5 Crítico,Tanque Criogénico,Fugado,48,0,44,17,283.3,2.88,2012-06-04,2017-02-01,1703,Agresivo,57.7,39.2,10.7,10.2,2019-09-30 00:00:00,28,79.5,Auto-Destrucción Inducida,Activo en Base de Datos,Pendiente,2706601,493275,No Publicado,RESERVADO,6,Medio,Ártico,Europa del Este,7,Laboratorios Kendo,57.6,15,62.6,69.7,2942,2012,6,Q2,Archivado
BOW-7010-4906,UC-BOW-546-2018,Fundación Spencer,Neptune (Tiburón),Dr. Rodrigo Juan Raval,Instalación NEST - Raccoon City,Planta Mutada,Virus-G,NIVEL-1 Mínimo,Túnel Subterráneo Sellado,Activo,23,5,12,8,321.0,1.96,2009-12-22,2010-03-12,80,Obediente (Verbal),74.4,22.0,5.9,14.1,2011-02-02 00:00:00,93,65.8,Crioablación,Archivado,Pendiente,2953856,210736,Clasificado Interno,SECRETO,1,Bajo,Ártico,América del Norte,4,Classified Partner,70.3,20,92.6,86.4,1877,2009,12,Q4,Suspendido
BOW-1862-4907,UC-BOW-148-2024,Blue Umbrella Ltda.,Palanca (Zombie Intestinado),Dra. Alex Wesker,Base de Investigación Rockfort,Animal Mutado,T-Abyss,NIVEL-2 Bajo,Celda Reforzada T-Metal,Eliminado,19,10,3,6,357.4,4.45,2008-01-02,2008-09-18,260,Autónomo,81.4,20.3,32.7,12.9,2014-02-13 00:00:00,127,54.7,Protocolo Tyrant-Kill,En Revisión Comité,Pendiente,4826786,62610,Restringido,ULTRA SECRETO,6,Medio,Tropical,América del Norte,7,BioResearch Corp.,70.5,15,70.1,97.2,1171,2008,1,Q1,Suspendido
BOW-1223-4908,UC-BOW-371-2015,Industrias Uroboros,Tyrant T-002,Dra. Alex Wesker,Complejo de Entrenamiento Umbrella,Zombie,T-Abyss,NIVEL-6 EXTINCIÓN,Tanque Criogénico,Fugado,6,2,2,26,310.4,2.95,2007-11-02,2008-08-07,279,Reactivo Movimiento,17.2,84.7,3.8,17.1,Sin Registro,87,38.1,Auto-Destrucción Inducida,Activo en Base de Datos,Pendiente,431973,427058,Restringido,SECRETO,1,En Evaluación,Acuático,Oriente Medio,10,BioResearch Corp.,97.9,5,84.4,58.5,1953,2007,11,Q4,En Revisión
BOW-7201-4909,UC-BOW-795-2016,División BioWeapon BSAA,Cerbero,Dr. Cameron White,Plataforma Offshore LIN-01,Experimental,Las Plagas,NIVEL-4 Alto,Bóveda Magnética,Cuarentena,18,8,5,13,280.9,2.26,2020-03-03,2023-12-06,1373,Semi-Controlado,16.1,81.8,14.0,17.4,Sin Registro,89,40.3,Crioablación,Clasificado TS/SCI,Aprobado,686995,148246,No Publicado,RESERVADO,8,Bajo,Urbano,América del Sur,4,Sin Socio,42.2,3,80.1,62.4,1835,2020,3,Q1,Archivado
BOW-8491-4910,UC-BOW-982-2024,WilPharma Corp.,Licker Delta,Dr. Oswell Spencer,Base de Investigación Rockfort,Experimental,Virus-G,NIVEL-2 Bajo,Túnel Subterráneo Sellado,Clasificado,31,22,0,25,166.2,2.2,2018-02-05,2018-12-23,321,Obediente (Verbal),60.7,40.3,18.7,24.9,2021-12-07 00:00:00,95,57.6,Auto-Destrucción Inducida,Archivado,Pendiente,1904297,58399,Clasificado Interno,ULTRA SECRETO,1,En Evaluación,Urbano,Asia-Pacífico,1,BioResearch Corp.,53.8,7,94.8,50.7,237,2018,2,Q1,Cerrado
BOW-8456-4911,UC-BOW-915-2013,Terrasave Biotecnología,Neptune (Tiburón),Dra. Alexia Ashford,Centro de Pruebas Arklay B3,Planta Mutada,Progenitor Puro,NIVEL-6 EXTINCIÓN,Jaula Biométrica,Clasificado,27,19,8,7,773.5,2.18,2009-07-07,2012-03-22,989,No Responsivo,52.6,45.4,18.3,15.5,Sin Registro,72,43.9,Gas VX-7,En Revisión Comité,Suspendido,4442457,134609,Clasificado Interno,ULTRA SECRETO,5,Alto,Urbano,Europa del Este,10,Classified Partner,43.2,14,97.0,58.9,128,2009,7,Q3,Suspendido
BOW-3096-4912,UC-BOW-536-2014,Blue Umbrella Ltda.,Tyrant T-103,Dr. Cameron White,Torre Umbrella - Ciudad Isla,Experimental,Progenitor Puro,NIVEL-5 Crítico,Bóveda Magnética,Cuarentena,12,8,3,12,393.3,1.65,2016-05-17,2020-10-20,1617,Reactivo Movimiento,67.3,34.9,15.5,3.4,Sin Registro,97,64.5,Gas VX-7,En Revisión Comité,Aprobado,4883443,293880,Archivado TS,SECRETO,4,Bajo,Bunker Sellado,Asia-Pacífico,4,Sin Socio,56.7,8,90.4,89.4,3038,2016,5,Q2,Activo
BOW-6154-4913,UC-BOW-374-2023,División BioWeapon BSAA,Ivy Venenosa,Dra. Alex Wesker,Base Antártica Umbrella,Tyrant,T-Abyss,NIVEL-5 Crítico,Contenedor Sellado T-Rojo,Eliminado,7,0,0,27,104.8,3.77,2009-04-02,2009-06-17,76,Reactivo Movimiento,30.9,68.5,2.6,13.1,Sin Registro,88,67.4,Sin Protocolo Asignado,Clasificado TS/SCI,Clasificado,2951820,436267,Restringido,RESERVADO,3,Medio,Acuático,Oriente Medio,6,Classified Partner,42.0,6,65.2,83.8,240,2009,4,Q2,Cerrado
BOW-8081-4914,UC-BOW-804-2021,WilPharma Corp.,Hunter Gamma,Dr. Richard Aiken,Laboratorio Subterráneo Antartica-B,Tyrant,Virus-C,NIVEL-3 Moderado,Cápsula de Gas Paralizante,Activo,8,8,0,14,285.4,2.54,2013-01-12,2015-01-20,738,Agresivo,25.9,73.8,22.6,7.3,Sin Registro,51,78.6,Protocolo Tyrant-Kill,Activo en Base de Datos,Aprobado,3409910,456696,No Publicado,ULTRA SECRETO,4,Uso Inmediato,Urbano,Oriente Medio,3,Laboratorios Kendo,99.2,20,77.9,67.3,1172,2013,1,Q1,Activo
BOW-1867-4915,UC-BOW-103-2016,Industrias Uroboros,Hunter Gamma,Dr. Rodrigo Juan Raval,Base de Investigación Rockfort,Zombie,T-Veronica,NIVEL-2 Bajo,Túnel Subterráneo Sellado,En Pruebas,35,7,9,23,745.9,2.4,2021-02-04,2023-11-23,1022,Reactivo Calor,89.6,14.1,37.6,18.7,2013-11-26 00:00:00,44,65.2,Gas VX-7,Archivado,Clasificado,1166253,366346,No Publicado,RESERVADO,1,Medio,Tropical,Asia-Pacífico,3,Laboratorios Kendo,78.5,18,86.6,73.4,3084,2021,2,Q1,Archivado
BOW-2068-4916,UC-BOW-586-2005,WilPharma Corp.,Hunter Alpha,Dr. Viktor Drachev,Complejo Subterráneo NEST-2,G-Type,Las Plagas,NIVEL-4 Alto,Bóveda Magnética,Congelado Criónico,18,14,4,11,412.2,2.91,2020-01-20,2022-09-13,967,Semi-Controlado,87.1,11.8,17.0,8.1,Sin Registro,29,64.1,Crioablación,Clasificado TS/SCI,Aprobado,2094622,63668,Archivado TS,RESERVADO,7,Medio,Ártico,Europa del Este,12,Umbrella-EU,83.7,16,75.9,59.4,1607,2020,1,Q1,Cerrado
BOW-4300-4917,UC-BOW-924-2015,Terrasave Biotecnología,Hunter Alpha,Dr. William Birkin,Plataforma Offshore LIN-01,Zombie,T-Abyss,NIVEL-2 Bajo,Celda Reforzada T-Metal,Cuarentena,24,20,3,5,251.5,4.47,2012-10-14,2014-06-01,595,Autónomo,76.5,23.6,2.7,9.2,2019-11-03 00:00:00,124,44.0,Gas VX-7,Activo en Base de Datos,Suspendido,3939954,476626,Archivado TS,RESERVADO,0,Medio,Montañoso,América del Norte,10,Sin Socio,99.5,14,74.2,80.1,3321,2012,10,Q4,Activo
BOW-5405-4918,UC-BOW-569-2009,WilPharma Corp.,Zombie Policial,Dra. Monica Stevens,Mansión Spencer - Arklay,Hunter,Cepa NE-α,NIVEL-6 EXTINCIÓN,Bóveda Magnética,Fugado,21,20,0,30,346.3,2.2,2009-07-06,2012-11-06,1219,Obediente (Verbal),68.0,33.4,0.7,9.1,2017-03-20 00:00:00,50,33.6,Explosivo C4 Interno,Clasificado TS/SCI,Rechazado,4215868,253659,Archivado TS,ULTRA SECRETO,6,Alto,Ártico,África Sub-Sahariana,1,Umbrella-EU,42.3,2,75.2,87.3,1326,2009,7,Q3,Archivado
BOW-3511-4919,UC-BOW-698-2015,Fundación Spencer,Espolón (Zombi Espinado),Dr. Albert Wesker,Laboratorio Móvil Contenedor BX-12,Licker,Mutación Natural,NIVEL-5 Crítico,Celda Reforzada T-Metal,Degradado,4,2,0,26,527.2,3.96,2020-12-15,2023-11-18,1068,Reactivo Calor,81.8,20.8,38.5,12.0,2024-05-12 00:00:00,17,77.0,Gas VX-7,Archivado,Rechazado,1667109,40756,Clasificado Interno,RESERVADO,7,Alto,Tropical,Oriente Medio,11,Umbrella-EU,86.9,9,70.6,84.0,1343,2020,12,Q4,Suspendido
BOW-4106-4920,UC-BOW-271-2020,Terrasave Biotecnología,G-Adulto Fase 4,Dr. Oswell Spencer,Base Antártica Umbrella,Licker,T-Veronica,NIVEL-2 Bajo,Túnel Subterráneo Sellado,Activo,15,5,1,18,381.3,3.5,2009-04-06,2012-07-22,1203,Agresivo,31.8,69.0,39.3,4.7,2011-11-10 00:00:00,67,53.6,Crioablación,En Revisión Comité,Suspendido,4427315,327208,Clasificado Interno,RESERVADO,4,Alto,Montañoso,América del Sur,6,BioResearch Corp.,56.1,4,89.1,63.4,749,2009,4,Q2,Archivado
BOW-9458-4921,UC-BOW-773-2023,WilPharma Corp.,Super Tyrant,Dr. Richard Aiken,Laboratorio Subterráneo Antartica-B,G-Type,Progenitor Puro,NIVEL-3 Moderado,Bóveda Magnética,Degradado,36,17,8,27,724.5,1.94,2023-10-19,2025-06-25,615,Reactivo Movimiento,54.5,47.5,39.9,5.4,Sin Registro,98,95.8,Protocolo NEMESIS,Archivado,Aprobado,784281,62226,Clasificado Interno,RESERVADO,8,En Evaluación,Bunker Sellado,América del Norte,6,BioResearch Corp.,58.2,20,94.9,95.7,1369,2023,10,Q4,Activo
BOW-1932-4922,UC-BOW-473-2007,WilPharma Corp.,G-Adulto Fase 2,Dr. Lance Hall,Instalación Agricultora Sheena Island,Licker,Las Plagas,NIVEL-2 Bajo,Bóveda Magnética,Congelado Criónico,18,6,10,18,659.3,3.54,2018-10-07,2020-04-30,571,Semi-Controlado,50.0,53.8,31.4,4.6,2021-05-21 00:00:00,74,50.0,Protocolo Tyrant-Kill,Activo en Base de Datos,Rechazado,2937525,10337,Clasificado Interno,RESERVADO,1,Bajo,Ártico,América del Sur,8,BioResearch Corp.,44.4,10,78.1,75.6,965,2018,10,Q4,Archivado
BOW-7752-4923,UC-BOW-384-2017,Fundación Spencer,Espolón (Zombi Espinado),Dra. Elena Kravchenko,Base Antártica Umbrella,Hunter,T-Abyss,NIVEL-5 Crítico,Túnel Subterráneo Sellado,Cuarentena,34,29,0,8,667.2,2.31,2013-02-27,2014-12-11,652,Reactivo Calor,64.0,36.1,13.2,15.1,2021-06-13 00:00:00,75,67.3,Sin Protocolo Asignado,Clasificado TS/SCI,Suspendido,3805529,190544,Clasificado Interno,SECRETO,4,Alto,Ártico,América del Norte,8,Umbrella-EU,55.2,14,69.7,63.3,692,2013,2,Q1,Suspendido
BOW-2530-4924,UC-BOW-768-2009,Terrasave Biotecnología,G-Adulto Fase 1,Dr. Alexander Ashford,Base de Investigación Rockfort,Licker,Progenitor Puro,NIVEL-4 Alto,Jaula Biométrica,Eliminado,16,9,2,27,376.2,1.65,2023-05-03,2024-08-20,475,Autónomo,90.9,7.5,13.3,7.0,Sin Registro,118,46.5,Crioablación,Expediente Destruido,Clasificado,1537990,332412,No Publicado,CONFIDENCIAL,1,En Evaluación,Subterráneo,África Sub-Sahariana,9,Umbrella-EU,65.0,2,86.7,67.7,1005,2023,5,Q2,En Revisión
BOW-1499-4925,UC-BOW-971-2007,Corporación Umbrella,G-Adulto Fase 4,Dr. Rodrigo Juan Raval,Complejo Subterráneo NEST-2,G-Type,Las Plagas,NIVEL-1 Mínimo,Túnel Subterráneo Sellado,Degradado,5,4,1,0,494.3,2.79,2021-06-03,2025-04-15,1412,Obediente (Verbal),39.4,60.9,1.8,15.0,Sin Registro,30,93.8,Crioablación,Expediente Destruido,Suspendido,3255973,154078,Restringido,ULTRA SECRETO,0,Uso Inmediato,Acuático,Asia-Pacífico,5,Classified Partner,99.8,19,65.2,86.8,1281,2021,6,Q2,Cerrado
BOW-4665-4926,UC-BOW-233-2014,Industrias Uroboros,Arañazo (Zombie Araña),Dr. Lance Hall,Instalación Africana Kijuju,Licker,Progenitor Puro,NIVEL-1 Mínimo,Bóveda Magnética,Clasificado,20,6,1,13,653.1,2.71,2021-06-25,2023-05-23,697,Reactivo Movimiento,70.3,34.4,37.1,10.0,Sin Registro,119,55.5,Explosivo C4 Interno,Archivado,Suspendido,4064939,264832,Restringido,CONFIDENCIAL,4,Alto,Ártico,Oriente Medio,10,Laboratorios Kendo,65.2,8,68.1,93.0,1509,2021,6,Q2,Cerrado
BOW-6334-4927,UC-BOW-803-2006,Laboratorios Veronica S.L.,Tyrant T-078 (Mr. X),Dr. William Birkin,Instalación NEST - Raccoon City,G-Type,Virus-T,NIVEL-5 Crítico,Jaula Biométrica,Congelado Criónico,38,36,1,5,67.7,2.41,2011-01-13,2015-10-17,1738,No Responsivo,56.9,46.3,15.7,15.1,Sin Registro,21,68.5,Explosivo C4 Interno,En Revisión Comité,Pendiente,2529993,344857,Clasificado Interno,SECRETO,8,Alto,Subterráneo,América del Norte,2,Umbrella-EU,74.0,14,71.8,68.0,422,2011,1,Q1,Activo
BOW-4886-4928,UC-BOW-753-2006,Fundación Spencer,Neptune (Tiburón),Dr. Lance Hall,Centro de Pruebas Arklay B3,Zombie,Progenitor Puro,NIVEL-5 Crítico,Túnel Subterráneo Sellado,Cuarentena,48,36,4,0,359.8,4.05,2005-09-04,2008-06-28,1028,Autónomo,58.3,44.2,9.7,22.4,2024-01-08 00:00:00,87,75.6,Explosivo C4 Interno,Clasificado TS/SCI,Clasificado,4658904,186331,No Publicado,SECRETO,1,Alto,Bunker Sellado,Asia-Pacífico,3,Umbrella-EU,47.6,4,88.4,57.4,3438,2005,9,Q3,Cerrado
BOW-8772-4929,UC-BOW-277-2024,WilPharma Corp.,Licker Delta,Dr. Viktor Drachev,Plataforma Offshore LIN-01,Experimental,Las Plagas,NIVEL-6 EXTINCIÓN,Bóveda Magnética,En Pruebas,1,0,1,1,475.6,1.66,2005-09-01,2007-10-03,762,Reactivo Movimiento,73.7,28.7,20.6,9.9,2024-08-31 00:00:00,91,69.8,Auto-Destrucción Inducida,En Revisión Comité,Suspendido,3351030,420983,Restringido,CONFIDENCIAL,5,En Evaluación,Ártico,Europa del Este,2,Sin Socio,50.7,20,90.2,99.8,3161,2005,9,Q3,Activo
BOW-5390-4930,UC-BOW-386-2012,Fundación Spencer,Espolón (Zombi Espinado),Dr. Oswell Spencer,Centro de Pruebas Arklay B3,Zombie,T-Abyss,NIVEL-6 EXTINCIÓN,Bóveda Magnética,Clasificado,16,8,0,14,283.5,3.12,2017-09-20,2018-01-30,132,No Responsivo,8.6,88.1,3.6,6.5,2010-06-21 00:00:00,90,82.5,Explosivo C4 Interno,Activo en Base de Datos,Aprobado,2477079,368706,Restringido,SECRETO,0,Bajo,Urbano,América del Sur,9,BioResearch Corp.,80.5,6,70.0,69.2,1848,2017,9,Q3,Activo
BOW-7586-4931,UC-BOW-128-2012,Industrias Uroboros,Palanca (Zombie Intestinado),Dr. Albert Wesker,Instalación Africana Kijuju,Experimental,Las Plagas,NIVEL-4 Alto,Celda Reforzada T-Metal,Clasificado,24,15,8,17,76.8,3.53,2013-09-15,2014-08-27,346,Semi-Controlado,93.9,5.1,14.3,4.0,2019-08-26 00:00:00,50,75.9,Crioablación,Clasificado TS/SCI,Clasificado,3305080,478596,No Publicado,RESERVADO,5,Alto,Bunker Sellado,Europa del Este,10,Sin Socio,71.6,15,67.0,85.7,2441,2013,9,Q3,Cerrado
BOW-2143-4932,UC-BOW-814-2018,Blue Umbrella Ltda.,Hunter Beta,Dra. Alex Wesker,Laboratorio Submarina Calcos,Experimental,T-Abyss,NIVEL-1 Mínimo,Bóveda Magnética,En Pruebas,39,35,2,23,498.4,2.8,2020-11-06,2021-03-25,139,Reactivo Movimiento,51.4,46.9,35.0,24.8,Sin Registro,59,57.2,Protocolo NEMESIS,Clasificado TS/SCI,Pendiente,1967285,103718,Restringido,CONFIDENCIAL,8,Bajo,Acuático,América del Norte,1,BioResearch Corp.,83.0,16,65.2,94.4,1153,2020,11,Q4,Archivado
BOW-9969-4933,UC-BOW-643-2017,WilPharma Corp.,Zombie Acuático,Dr. Lance Hall,Complejo Subterráneo NEST-2,Licker,Virus-G,NIVEL-1 Mínimo,Túnel Subterráneo Sellado,Eliminado,31,12,3,21,463.9,2.57,2009-06-09,2011-10-04,847,Reactivo Movimiento,44.8,56.9,2.1,8.8,2018-07-20 00:00:00,16,88.8,Crioablación,Archivado,Pendiente,3853244,292466,No Publicado,RESERVADO,5,Uso Inmediato,Tropical,Europa del Este,8,Classified Partner,57.4,11,96.4,80.2,2365,2009,6,Q2,Activo
BOW-3071-4934,UC-BOW-446-2009,WilPharma Corp.,Oscuro (Tyrant Experimental),Dr. Alexander Ashford,Laboratorio Submarina Calcos,Licker,Uroboros,NIVEL-6 EXTINCIÓN,Bóveda Magnética,Degradado,2,1,0,23,127.3,2.76,2024-08-03,2025-09-10,403,Semi-Controlado,91.9,6.4,19.3,24.7,Sin Registro,83,51.7,Sin Protocolo Asignado,Expediente Destruido,Suspendido,3279901,164451,Clasificado Interno,RESERVADO,0,Uso Inmediato,Urbano,Europa del Este,2,BioResearch Corp.,70.4,0,88.3,79.4,3114,2024,8,Q3,Archivado
BOW-3903-4935,UC-BOW-997-2007,Laboratorios Veronica S.L.,G-Adulto Fase 3,Dr. Rodrigo Juan Raval,Torre Umbrella - Ciudad Isla,Zombie,Cepa NE-α,NIVEL-5 Crítico,Túnel Subterráneo Sellado,Activo,29,25,0,26,162.5,4.43,2023-05-25,2023-06-07,13,Autónomo,60.3,42.6,3.7,18.8,2023-04-30 00:00:00,112,85.3,Auto-Destrucción Inducida,Activo en Base de Datos,Aprobado,4483881,217046,Clasificado Interno,SECRETO,0,Medio,Montañoso,África Sub-Sahariana,11,BioResearch Corp.,62.3,6,89.9,69.6,1357,2023,5,Q2,Archivado
BOW-5093-4936,UC-BOW-118-2006,Laboratorios Veronica S.L.,G-Adulto Fase 1,Dra. Alex Wesker,Base Antártica Umbrella,Zombie,T-Veronica,NIVEL-1 Mínimo,Contenedor Sellado T-Rojo,Degradado,40,1,29,22,467.9,4.09,2020-10-26,2021-05-23,209,Semi-Controlado,30.9,72.8,32.3,0.7,2021-06-05 00:00:00,148,45.0,Sin Protocolo Asignado,Clasificado TS/SCI,Suspendido,507910,110224,Restringido,CONFIDENCIAL,1,Bajo,Tropical,Europa del Este,5,Classified Partner,66.9,14,96.9,84.1,1547,2020,10,Q4,Archivado
BOW-4204-4937,UC-BOW-830-2008,Blue Umbrella Ltda.,Ivy (Planta Zombie),Dra. Alex Wesker,Laboratorio Submarina Calcos,G-Type,Cepa NE-α,NIVEL-6 EXTINCIÓN,Túnel Subterráneo Sellado,Clasificado,24,14,0,0,739.9,2.65,2011-05-22,2014-07-17,1152,Reactivo Movimiento,92.6,6.8,4.9,12.4,Sin Registro,15,32.6,Crioablación,Activo en Base de Datos,Pendiente,1318553,21874,Clasificado Interno,ULTRA SECRETO,6,En Evaluación,Bunker Sellado,América del Sur,2,Umbrella-EU,45.9,2,66.4,92.5,3130,2011,5,Q2,En Revisión
BOW-9150-4938,UC-BOW-132-2014,Laboratorios Veronica S.L.,G-Adulto Fase 1,Dr. Morpheus DuVall,Instalación Africana Kijuju,Licker,T-Abyss,NIVEL-3 Moderado,Tanque Criogénico,Clasificado,5,3,0,17,369.2,1.94,2015-05-15,2016-08-20,463,Semi-Controlado,94.1,9.5,21.6,10.3,Sin Registro,48,50.7,Protocolo Tyrant-Kill,En Revisión Comité,Suspendido,1340134,301492,Archivado TS,RESERVADO,8,Alto,Tropical,Europa del Este,3,Sin Socio,81.1,15,69.6,71.9,277,2015,5,Q2,En Revisión
BOW-5516-4939,UC-BOW-706-2023,WilPharma Corp.,Tyrant T-001,Dra. Alexia Ashford,Centro de Pruebas Arklay B3,Hunter,Virus-C,NIVEL-5 Crítico,Túnel Subterráneo Sellado,Eliminado,44,35,4,0,288.9,1.84,2009-08-08,2011-11-14,828,No Responsivo,43.5,52.5,21.0,20.2,2021-05-16 00:00:00,99,76.5,Gas VX-7,Expediente Destruido,Pendiente,4097536,92550,No Publicado,CONFIDENCIAL,2,Bajo,Ártico,Europa del Este,9,Laboratorios Kendo,95.3,5,78.9,69.6,2338,2009,8,Q3,Cerrado
BOW-4110-4940,UC-BOW-581-2015,Terrasave Biotecnología,Espolón (Zombi Espinado),Dra. Elena Kravchenko,Instalación NEST - Raccoon City,G-Type,Progenitor Puro,NIVEL-2 Bajo,Bóveda Magnética,Clasificado,1,0,1,26,493.5,3.92,2023-03-10,2026-05-28,1175,Semi-Controlado,20.9,74.6,14.2,2.6,2012-05-29 00:00:00,148,78.1,Protocolo Tyrant-Kill,En Revisión Comité,Rechazado,577292,432152,Clasificado Interno,SECRETO,7,Bajo,Montañoso,Oriente Medio,2,Sin Socio,89.7,12,69.7,76.4,3479,2023,3,Q1,Archivado
BOW-1218-4941,UC-BOW-673-2008,Terrasave Biotecnología,Hunter Gamma,Dra. Alexia Ashford,Base de Investigación Rockfort,G-Type,Virus-G,NIVEL-2 Bajo,Bóveda Magnética,Fugado,16,14,0,5,485.2,2.03,2009-09-24,2011-07-19,663,No Responsivo,32.7,67.0,32.8,19.9,2023-05-01 00:00:00,54,75.2,Protocolo Tyrant-Kill,Expediente Destruido,Pendiente,2298181,480593,No Publicado,ULTRA SECRETO,7,Alto,Tropical,América del Norte,8,Umbrella-EU,89.4,9,95.8,90.1,1060,2009,9,Q3,Suspendido
BOW-8334-4942,UC-BOW-557-2008,Fundación Spencer,Hunter Beta,Dr. Rodrigo Juan Raval,Mansión Spencer - Arklay,Zombie,Virus-T,NIVEL-5 Crítico,Cápsula de Gas Paralizante,Eliminado,41,26,8,3,98.8,3.08,2016-05-12,2018-05-31,749,Reactivo Calor,54.4,47.5,15.3,10.2,2020-10-07 00:00:00,137,35.3,Sin Protocolo Asignado,Archivado,Rechazado,3574824,207729,Restringido,RESERVADO,5,Bajo,Montañoso,Asia-Pacífico,5,BioResearch Corp.,45.6,2,88.7,74.4,646,2016,5,Q2,Suspendido
BOW-2275-4943,UC-BOW-655-2006,Corporación Umbrella,Mosca Tse-Tse Mutante,Dr. Morpheus DuVall,Centro de Pruebas Arklay B3,Tyrant,Virus-C,NIVEL-2 Bajo,Túnel Subterráneo Sellado,Congelado Criónico,46,4,5,21,311.0,1.98,2024-03-04,2024-06-13,101,Agresivo,93.9,10.3,21.5,8.4,2020-04-03 00:00:00,147,72.5,Protocolo Tyrant-Kill,Archivado,Clasificado,3231701,379667,Restringido,SECRETO,6,Uso Inmediato,Urbano,Europa del Este,9,Classified Partner,92.0,10,81.3,52.2,3195,2024,3,Q1,En Revisión
BOW-4413-4944,UC-BOW-620-2006,División BioWeapon BSAA,Hunter Gamma,Dr. Albert Wesker,Plataforma Offshore LIN-01,Tyrant,Virus-C,NIVEL-1 Mínimo,Cápsula de Gas Paralizante,En Pruebas,29,2,11,8,443.5,4.28,2021-08-15,2022-11-21,463,Reactivo Calor,20.7,78.5,23.5,22.8,2010-01-31 00:00:00,98,48.8,Crioablación,Activo en Base de Datos,Aprobado,3383215,450168,No Publicado,CONFIDENCIAL,5,Uso Inmediato,Urbano,Asia-Pacífico,10,BioResearch Corp.,47.0,8,68.0,59.8,2489,2021,8,Q3,Activo
BOW-5969-4945,UC-BOW-268-2012,División BioWeapon BSAA,Super Tyrant,Dr. James Marcus,Base de Investigación Rockfort,Licker,Virus-C,NIVEL-5 Crítico,Túnel Subterráneo Sellado,Congelado Criónico,34,3,4,29,524.8,3.55,2015-04-01,2019-07-07,1558,Reactivo Calor,70.1,32.9,13.6,5.9,2024-05-08 00:00:00,79,87.8,Crioablación,Archivado,Suspendido,2371218,150853,Clasificado Interno,CONFIDENCIAL,7,Medio,Tropical,América del Sur,5,Classified Partner,98.0,2,75.2,80.3,139,2015,4,Q2,Cerrado
BOW-6893-4946,UC-BOW-909-2020,Terrasave Biotecnología,Alexia Ashford Forma 1,Dr. Lance Hall,Base de Investigación Rockfort,Zombie,T-Abyss,NIVEL-1 Mínimo,Bóveda Magnética,Congelado Criónico,20,4,2,10,797.7,2.7,2012-09-26,2012-11-19,54,Reactivo Calor,35.9,60.6,24.1,2.8,2010-01-03 00:00:00,11,34.6,Protocolo NEMESIS,Clasificado TS/SCI,Suspendido,1068454,105104,Archivado TS,ULTRA SECRETO,5,En Evaluación,Bunker Sellado,Asia-Pacífico,10,Classified Partner,73.7,12,60.3,50.5,2677,2012,9,Q3,En Revisión
BOW-1126-4947,UC-BOW-634-2017,Laboratorios Veronica S.L.,Enredadera Raíz,Dr. Richard Aiken,Complejo de Entrenamiento Umbrella,Hunter,Las Plagas,NIVEL-1 Mínimo,Jaula Biométrica,En Pruebas,41,13,6,7,565.0,4.07,2017-07-06,2021-12-03,1611,Reactivo Movimiento,53.1,47.9,21.9,4.6,2015-06-25 00:00:00,27,42.7,Protocolo NEMESIS,En Revisión Comité,Aprobado,3569080,106809,Archivado TS,RESERVADO,8,En Evaluación,Tropical,Asia-Pacífico,9,Umbrella-EU,89.1,6,63.7,88.5,1608,2017,7,Q3,Activo
