ID_Transaccion,Fecha_Venta,Año,Mes,Trimestre,Producto,Categoria,Presentacion,Lote_ID,Fecha_Vencimiento,Proveedor,Ciudad,Region,Canal_Venta,Metodo_Pago,Estado_Pedido,Cantidad,Precio_Unitario_USD,Subtotal_USD,Descuento_Pct,Monto_Descuento_USD,Total_Neto_USD,IVA_19pct_USD,Total_Con_IVA_USD
TRX-004964,2024-11-11,2024,11,Q4,Neurovita Complex,Suplemento,Ampolla,LOTE-98786,2026-08-28,Paraguas Distribuciones,Arklay County,Midwest,Clínica Privada,Débito,Cancelado,424,15.14,6419.36,0.0,0.0,6419.36,1219.68,7639.04
TRX-004965,2024-11-11,2024,11,Q4,Aspirina 500mg,Analgesico,Tableta,LOTE-83434,2026-05-01,Paraguas Distribuciones,Edonia,Europe,Online,Crédito,En tránsito,145,2.41,349.45,0.1,34.94,314.51,59.76,374.27
TRX-004966,2024-11-11,2024,11,Q4,AntibioMax 500,Antibiotico,Capsula,LOTE-53874,2026-03-13,Paraguas Distribuciones,Terragrigia,South,Distribuidor,Débito,Entregado,375,13.18,4942.5,0.0,0.0,4942.5,939.08,5881.58
TRX-004967,2024-11-11,2024,11,Q4,Neurovita Complex,Suplemento,Ampolla,LOTE-58222,2027-03-15,Paraguas Distribuciones,Terragrigia,South,Hospital Público,Efectivo,En tránsito,162,16.08,2604.96,0.05,130.25,2474.71,470.19,2944.9
TRX-004968,2024-11-11,2024,11,Q4,Neurovita Complex,Suplemento,Ampolla,LOTE-35336,2027-09-26,GenTech Medical,Tall Oaks,East,Hospital Público,Transferencia,Entregado,234,15.43,3610.62,0.05,180.53,3430.09,651.72,4081.81
TRX-004969,2024-11-12,2024,11,Q4,ThermoShield,Antipiretico,Jarabe,LOTE-70974,2026-10-24,Paraguas Distribuciones,Terragrigia,South,Farmacia Minorista,Transferencia,Cancelado,380,7.13,2709.4,0.15,406.41,2302.99,437.57,2740.56
TRX-004970,2024-11-12,2024,11,Q4,Hemostabil,Coagulante,Inyectable,LOTE-39741,2026-12-14,WilPharma Corp,Arklay County,Midwest,Clínica Privada,Efectivo,Entregado,144,44.1,6350.4,0.15,952.56,5397.84,1025.59,6423.43
TRX-004971,2024-11-12,2024,11,Q4,AntibioMax 500,Antibiotico,Capsula,LOTE-18088,2026-04-01,Umbrella Pharma S.A.,Edonia,Europe,Hospital Público,Transferencia,En tránsito,358,14.67,5251.86,0.15,787.78,4464.08,848.18,5312.26
TRX-004972,2024-11-12,2024,11,Q4,Betaferon Plus,Inmunomodulador,Capsula,LOTE-46451,2026-08-15,Farmacéutica Arklay,Edonia,Europe,Online,Efectivo,Entregado,188,29.38,5523.44,0.0,0.0,5523.44,1049.45,6572.89
TRX-004973,2024-11-12,2024,11,Q4,Betaferon Plus,Inmunomodulador,Capsula,LOTE-38115,2027-03-19,Paraguas Distribuciones,Edonia,Europe,Online,Cheque,Entregado,322,29.98,9653.56,0.1,965.36,8688.2,1650.76,10338.96
TRX-004974,2024-11-12,2024,11,Q4,ThermoShield,Antipiretico,Jarabe,LOTE-69733,2027-07-13,Umbrella Pharma S.A.,Harvardville,East,Distribuidor,Transferencia,Devuelto,450,6.89,3100.5,0.1,310.05,2790.45,530.19,3320.64
TRX-004975,2024-11-12,2024,11,Q4,NecroCide Gel,Topico,Gel,LOTE-64568,2027-07-21,GenTech Medical,Arklay County,Midwest,Hospital Público,Débito,En tránsito,474,12.13,5749.62,0.0,0.0,5749.62,1092.43,6842.05
TRX-004976,2024-11-13,2024,11,Q4,AntibioMax 500,Antibiotico,Capsula,LOTE-36634,2026-08-22,GenTech Medical,Sheena Island,Pacific,Hospital Público,Cheque,En tránsito,13,15.23,197.99,0.15,29.7,168.29,31.98,200.27
TRX-004977,2024-11-13,2024,11,Q4,OsseoFlex,Oseo,Tableta,LOTE-26250,2026-07-29,BioHazard Supplies,Edonia,Europe,Distribuidor,Efectivo,En tránsito,184,19.59,3604.56,0.0,0.0,3604.56,684.87,4289.43
TRX-004978,2024-11-13,2024,11,Q4,Aspirina 500mg,Analgesico,Tableta,LOTE-79417,2026-07-23,Civivan Laboratories,Harvardville,East,Online,Cheque,Cancelado,111,2.7,299.7,0.0,0.0,299.7,56.94,356.64
TRX-004979,2024-11-13,2024,11,Q4,CalmEase 10mg,Sedante,Tableta,LOTE-52056,2026-06-02,Civivan Laboratories,Lanshiang,Asia,Online,Débito,Entregado,415,9.07,3764.05,0.1,376.4,3387.65,643.65,4031.3
TRX-004980,2024-11-13,2024,11,Q4,OsseoFlex,Oseo,Tableta,LOTE-58288,2026-03-06,Paraguas Distribuciones,Sheena Island,Pacific,Hospital Público,Cheque,Entregado,290,18.35,5321.5,0.15,798.22,4523.28,859.42,5382.7
TRX-004981,2024-11-13,2024,11,Q4,ViraCure X,Antiviral,Tableta,LOTE-84119,2027-04-05,BioHazard Supplies,Arklay County,Midwest,Farmacia Minorista,Transferencia,Entregado,295,23.33,6882.35,0.0,0.0,6882.35,1307.65,8190.0
TRX-004982,2024-11-13,2024,11,Q4,AntibioMax 500,Antibiotico,Capsula,LOTE-62895,2027-05-24,WilPharma Corp,Arklay County,Midwest,Distribuidor,Débito,Entregado,451,12.73,5741.23,0.1,574.12,5167.11,981.75,6148.86
TRX-004983,2024-11-15,2024,11,Q4,Adravil 400mg,Antiinflamatorio,Capsula,LOTE-74752,2026-04-26,Civivan Laboratories,Tall Oaks,East,Distribuidor,Débito,En tránsito,392,7.18,2814.56,0.0,0.0,2814.56,534.77,3349.33
TRX-004984,2024-11-15,2024,11,Q4,ThermoShield,Antipiretico,Jarabe,LOTE-12857,2027-02-18,BioHazard Supplies,Tall Oaks,East,Distribuidor,Transferencia,Entregado,215,8.21,1765.15,0.1,176.52,1588.63,301.84,1890.47
TRX-004985,2024-11-15,2024,11,Q4,Betaferon Plus,Inmunomodulador,Capsula,LOTE-74625,2026-07-04,BioHazard Supplies,Sheena Island,Pacific,Farmacia Minorista,Crédito,En tránsito,462,32.8,15153.6,0.1,1515.36,13638.24,2591.27,16229.51
TRX-004986,2024-11-15,2024,11,Q4,Aspirina 1000mg,Analgesico,Tableta,LOTE-26155,2025-12-24,Farmacéutica Arklay,Harvardville,East,Distribuidor,Crédito,Entregado,120,3.96,475.2,0.0,0.0,475.2,90.29,565.49
TRX-004987,2024-11-15,2024,11,Q4,Aspirina 1000mg,Analgesico,Tableta,LOTE-67043,2026-11-10,Spencer Labs,Arklay County,Midwest,Online,Crédito,Entregado,382,3.88,1482.16,0.05,74.11,1408.05,267.53,1675.58
TRX-004988,2024-11-16,2024,11,Q4,PlasmaTec,Plasma Sintetico,Inyectable,LOTE-91560,2027-09-11,Farmacéutica Arklay,Lanshiang,Asia,Online,Cheque,Cancelado,55,127.28,7000.4,0.15,1050.06,5950.34,1130.56,7080.9
TRX-004989,2024-11-16,2024,11,Q4,PlasmaTec,Plasma Sintetico,Inyectable,LOTE-43482,2027-08-09,BioHazard Supplies,Sheena Island,Pacific,Distribuidor,Cheque,Cancelado,27,128.78,3477.06,0.0,0.0,3477.06,660.64,4137.7
TRX-004990,2024-11-17,2024,11,Q4,Aspirina 1000mg,Analgesico,Tableta,LOTE-43458,2027-03-21,Spencer Labs,Lanshiang,Asia,Hospital Público,Crédito,En tránsito,118,4.47,527.46,0.15,79.12,448.34,85.18,533.52
TRX-004991,2024-11-17,2024,11,Q4,CalmEase 10mg,Sedante,Tableta,LOTE-81753,2027-01-09,Spencer Labs,Harvardville,East,Hospital Público,Cheque,Devuelto,221,8.38,1851.98,0.15,277.8,1574.18,299.09,1873.27
TRX-004992,2024-11-17,2024,11,Q4,Aspirina 1000mg,Analgesico,Tableta,LOTE-22514,2027-02-05,Paraguas Distribuciones,Sheena Island,Pacific,Clínica Privada,Débito,Entregado,231,4.37,1009.47,0.0,0.0,1009.47,191.8,1201.27
TRX-004993,2024-11-17,2024,11,Q4,ViraCure X,Antiviral,Tableta,LOTE-45518,2026-04-04,Spencer Labs,Sheena Island,Pacific,Distribuidor,Débito,Entregado,53,22.89,1213.17,0.05,60.66,1152.51,218.98,1371.49
TRX-004994,2024-11-17,2024,11,Q4,NecroCide Gel,Topico,Gel,LOTE-50032,2025-12-19,Civivan Laboratories,Sheena Island,Pacific,Online,Efectivo,Entregado,295,12.33,3637.35,0.1,363.74,3273.61,621.99,3895.6
TRX-004995,2024-11-17,2024,11,Q4,AntibioMax 500,Antibiotico,Capsula,LOTE-10297,2027-05-11,Spencer Labs,Edonia,Europe,Online,Crédito,Devuelto,321,14.45,4638.45,0.15,695.77,3942.68,749.11,4691.79
TRX-004996,2024-11-18,2024,11,Q4,ViraCure X,Antiviral,Tableta,LOTE-10626,2026-09-30,Tricell Biomedical,Terragrigia,South,Online,Débito,Entregado,401,22.65,9082.65,0.05,454.13,8628.52,1639.42,10267.94
TRX-004997,2024-11-18,2024,11,Q4,AntibioMax 500,Antibiotico,Capsula,LOTE-17747,2025-12-02,WilPharma Corp,Tall Oaks,East,Hospital Público,Crédito,Entregado,233,14.62,3406.46,0.1,340.65,3065.81,582.5,3648.31
TRX-004998,2024-11-18,2024,11,Q4,CalmEase 10mg,Sedante,Tableta,LOTE-45616,2027-02-12,Spencer Labs,Arklay County,Midwest,Online,Crédito,Devuelto,158,9.24,1459.92,0.0,0.0,1459.92,277.38,1737.3
TRX-004999,2024-11-18,2024,11,Q4,PlasmaTec,Plasma Sintetico,Inyectable,LOTE-14746,2027-05-05,Paraguas Distribuciones,Edonia,Europe,Online,Transferencia,Devuelto,437,136.94,59842.78,0.05,2992.14,56850.64,10801.62,67652.26
TRX-005000,2024-11-19,2024,11,Q4,ThermoShield,Antipiretico,Jarabe,LOTE-68269,2026-08-26,Civivan Laboratories,Raccoon City,Midwest,Online,Cheque,Devuelto,269,6.89,1853.41,0.15,278.01,1575.4,299.33,1874.73
TRX-005001,2024-11-19,2024,11,Q4,CalmEase 10mg,Sedante,Tableta,LOTE-58443,2027-01-03,WilPharma Corp,Harvardville,East,Hospital Público,Transferencia,Entregado,21,7.76,162.96,0.0,0.0,162.96,30.96,193.92
TRX-005002,2024-11-19,2024,11,Q4,Hemostabil,Coagulante,Inyectable,LOTE-63778,2026-08-05,Tricell Biomedical,Terragrigia,South,Hospital Público,Efectivo,Devuelto,403,51.05,20573.15,0.0,0.0,20573.15,3908.9,24482.05
TRX-005003,2024-11-19,2024,11,Q4,AntibioMax 500,Antibiotico,Capsula,LOTE-15916,2025-12-02,Civivan Laboratories,Harvardville,East,Clínica Privada,Cheque,En tránsito,53,14.45,765.85,0.0,0.0,765.85,145.51,911.36
TRX-005004,2024-11-20,2024,11,Q4,Adravil 200mg,Antiinflamatorio,Capsula,LOTE-29529,2026-03-17,GenTech Medical,Sheena Island,Pacific,Online,Cheque,Entregado,275,4.43,1218.25,0.15,182.74,1035.51,196.75,1232.26
TRX-005005,2024-11-20,2024,11,Q4,Hemostabil,Coagulante,Inyectable,LOTE-41253,2026-10-26,Civivan Laboratories,Arklay County,Midwest,Distribuidor,Efectivo,Entregado,313,45.93,14376.09,0.0,0.0,14376.09,2731.46,17107.55
TRX-005006,2024-11-21,2024,11,Q4,ThermoShield,Antipiretico,Jarabe,LOTE-26126,2027-02-16,Spencer Labs,Tall Oaks,East,Distribuidor,Crédito,Entregado,281,6.93,1947.33,0.0,0.0,1947.33,369.99,2317.32
TRX-005007,2024-11-21,2024,11,Q4,Aspirina 1000mg,Analgesico,Tableta,LOTE-16673,2027-02-23,Tricell Biomedical,Terragrigia,South,Online,Efectivo,En tránsito,214,4.37,935.18,0.05,46.76,888.42,168.8,1057.22
TRX-005008,2024-11-21,2024,11,Q4,Betaferon Plus,Inmunomodulador,Capsula,LOTE-65418,2026-09-18,Paraguas Distribuciones,Harvardville,East,Online,Transferencia,En tránsito,31,34.78,1078.18,0.15,161.73,916.45,174.13,1090.58
TRX-005009,2024-11-21,2024,11,Q4,AntibioMax 500,Antibiotico,Capsula,LOTE-50940,2027-01-11,Spencer Labs,Terragrigia,South,Distribuidor,Efectivo,Entregado,337,13.69,4613.53,0.0,0.0,4613.53,876.57,5490.1
TRX-005010,2024-11-21,2024,11,Q4,PlasmaTec,Plasma Sintetico,Inyectable,LOTE-15288,2026-12-21,Civivan Laboratories,Edonia,Europe,Distribuidor,Cheque,En tránsito,183,117.19,21445.77,0.0,0.0,21445.77,4074.7,25520.47
TRX-005011,2024-11-21,2024,11,Q4,Betaferon Plus,Inmunomodulador,Capsula,LOTE-68265,2026-04-12,Paraguas Distribuciones,Raccoon City,Midwest,Distribuidor,Cheque,En tránsito,23,35.5,816.5,0.1,81.65,734.85,139.62,874.47
TRX-005012,2024-11-21,2024,11,Q4,Aspirina 1000mg,Analgesico,Tableta,LOTE-89595,2026-03-20,GenTech Medical,Terragrigia,South,Online,Débito,Entregado,32,3.67,117.44,0.1,11.74,105.7,20.08,125.78
TRX-005013,2024-11-22,2024,11,Q4,CalmEase 10mg,Sedante,Tableta,LOTE-73736,2027-07-29,Farmacéutica Arklay,Lanshiang,Asia,Hospital Público,Débito,Devuelto,446,9.52,4245.92,0.1,424.59,3821.33,726.05,4547.38
TRX-005014,2024-11-22,2024,11,Q4,CalmEase 10mg,Sedante,Tableta,LOTE-30828,2027-08-13,Umbrella Pharma S.A.,Tall Oaks,East,Clínica Privada,Cheque,Entregado,74,8.2,606.8,0.0,0.0,606.8,115.29,722.09
TRX-005015,2024-11-22,2024,11,Q4,ThermoShield,Antipiretico,Jarabe,LOTE-86586,2027-11-06,GenTech Medical,Sheena Island,Pacific,Distribuidor,Transferencia,Entregado,10,7.86,78.6,0.1,7.86,70.74,13.44,84.18
TRX-005016,2024-11-22,2024,11,Q4,ViraCure X,Antiviral,Tableta,LOTE-63886,2027-04-03,GenTech Medical,Raccoon City,Midwest,Farmacia Minorista,Crédito,Entregado,484,24.95,12075.8,0.0,0.0,12075.8,2294.4,14370.2
TRX-005017,2024-11-23,2024,11,Q4,Aspirina 500mg,Analgesico,Tableta,LOTE-78688,2027-04-30,GenTech Medical,Sheena Island,Pacific,Clínica Privada,Cheque,Devuelto,456,2.67,1217.52,0.0,0.0,1217.52,231.33,1448.85
TRX-005018,2024-11-23,2024,11,Q4,Hemostabil,Coagulante,Inyectable,LOTE-31145,2027-10-02,BioHazard Supplies,Sheena Island,Pacific,Farmacia Minorista,Crédito,Entregado,54,45.16,2438.64,0.0,0.0,2438.64,463.34,2901.98
TRX-005019,2024-11-23,2024,11,Q4,Adravil 400mg,Antiinflamatorio,Capsula,LOTE-33129,2026-10-13,Tricell Biomedical,Terragrigia,South,Hospital Público,Débito,Entregado,52,7.29,379.08,0.15,56.86,322.22,61.22,383.44
TRX-005020,2024-11-23,2024,11,Q4,NecroCide Gel,Topico,Gel,LOTE-83638,2027-02-03,WilPharma Corp,Edonia,Europe,Clínica Privada,Cheque,En tránsito,148,10.85,1605.8,0.05,80.29,1525.51,289.85,1815.36
TRX-005021,2024-11-24,2024,11,Q4,ThermoShield,Antipiretico,Jarabe,LOTE-75968,2026-11-10,Umbrella Pharma S.A.,Raccoon City,Midwest,Online,Cheque,En tránsito,160,7.27,1163.2,0.15,174.48,988.72,187.86,1176.58
TRX-005022,2024-11-24,2024,11,Q4,Adravil 400mg,Antiinflamatorio,Capsula,LOTE-96733,2027-09-01,Civivan Laboratories,Raccoon City,Midwest,Hospital Público,Cheque,Entregado,370,7.81,2889.7,0.1,288.97,2600.73,494.14,3094.87
TRX-005023,2024-11-24,2024,11,Q4,Neurovita Complex,Suplemento,Ampolla,LOTE-53278,2026-04-01,GenTech Medical,Raccoon City,Midwest,Farmacia Minorista,Crédito,Devuelto,14,16.32,228.48,0.1,22.85,205.63,39.07,244.7
TRX-005024,2024-11-24,2024,11,Q4,PlasmaTec,Plasma Sintetico,Inyectable,LOTE-50043,2026-10-13,Civivan Laboratories,Arklay County,Midwest,Online,Efectivo,Entregado,178,127.34,22666.52,0.0,0.0,22666.52,4306.64,26973.16
TRX-005025,2024-11-24,2024,11,Q4,Aspirina 500mg,Analgesico,Tableta,LOTE-30167,2026-11-10,Umbrella Pharma S.A.,Lanshiang,Asia,Clínica Privada,Cheque,Entregado,412,2.47,1017.64,0.15,152.65,864.99,164.35,1029.34
TRX-005026,2024-11-24,2024,11,Q4,CalmEase 10mg,Sedante,Tableta,LOTE-69434,2027-10-04,Spencer Labs,Mixcoatl,South,Online,Cheque,Devuelto,366,7.75,2836.5,0.0,0.0,2836.5,538.94,3375.44
TRX-005027,2024-11-24,2024,11,Q4,AntibioMax 500,Antibiotico,Capsula,LOTE-37018,2026-09-27,GenTech Medical,Terragrigia,South,Hospital Público,Efectivo,Devuelto,53,12.71,673.63,0.15,101.04,572.59,108.79,681.38
TRX-005028,2024-11-24,2024,11,Q4,OsseoFlex,Oseo,Tableta,LOTE-45045,2026-04-26,WilPharma Corp,Lanshiang,Asia,Farmacia Minorista,Cheque,Entregado,408,18.69,7625.52,0.0,0.0,7625.52,1448.85,9074.37
TRX-005029,2024-11-25,2024,11,Q4,ThermoShield,Antipiretico,Jarabe,LOTE-43898,2026-08-21,Tricell Biomedical,Harvardville,East,Clínica Privada,Crédito,Entregado,335,8.18,2740.3,0.0,0.0,2740.3,520.66,3260.96
TRX-005030,2024-11-25,2024,11,Q4,Hemostabil,Coagulante,Inyectable,LOTE-87160,2026-11-02,Spencer Labs,Raccoon City,Midwest,Hospital Público,Débito,Entregado,22,46.55,1024.1,0.0,0.0,1024.1,194.58,1218.68
TRX-005031,2024-11-25,2024,11,Q4,Hemostabil,Coagulante,Inyectable,LOTE-73625,2027-06-23,Tricell Biomedical,Edonia,Europe,Online,Transferencia,Entregado,30,49.96,1498.8,0.0,0.0,1498.8,284.77,1783.57
TRX-005032,2024-11-25,2024,11,Q4,Aspirina 1000mg,Analgesico,Tableta,LOTE-85461,2027-01-31,Farmacéutica Arklay,Sheena Island,Pacific,Online,Crédito,Cancelado,191,3.63,693.33,0.15,104.0,589.33,111.97,701.3
TRX-005033,2024-11-26,2024,11,Q4,Betaferon Plus,Inmunomodulador,Capsula,LOTE-88539,2027-01-11,Farmacéutica Arklay,Mixcoatl,South,Hospital Público,Efectivo,Entregado,260,31.73,8249.8,0.05,412.49,7837.31,1489.09,9326.4
TRX-005034,2024-11-26,2024,11,Q4,Betaferon Plus,Inmunomodulador,Capsula,LOTE-29556,2027-03-06,Umbrella Pharma S.A.,Sheena Island,Pacific,Online,Transferencia,Entregado,205,30.7,6293.5,0.15,944.02,5349.48,1016.4,6365.88
TRX-005035,2024-11-26,2024,11,Q4,OsseoFlex,Oseo,Tableta,LOTE-59130,2026-05-23,GenTech Medical,Harvardville,East,Farmacia Minorista,Efectivo,Cancelado,59,18.21,1074.39,0.0,0.0,1074.39,204.13,1278.52
TRX-005036,2024-11-26,2024,11,Q4,AntibioMax 500,Antibiotico,Capsula,LOTE-25061,2027-08-12,BioHazard Supplies,Edonia,Europe,Hospital Público,Transferencia,En tránsito,471,12.85,6052.35,0.0,0.0,6052.35,1149.95,7202.3
TRX-005037,2024-11-26,2024,11,Q4,Betaferon Plus,Inmunomodulador,Capsula,LOTE-94158,2026-05-27,WilPharma Corp,Sheena Island,Pacific,Hospital Público,Efectivo,Cancelado,264,36.43,9617.52,0.0,0.0,9617.52,1827.33,11444.85
TRX-005038,2024-11-26,2024,11,Q4,AntibioMax 500,Antibiotico,Capsula,LOTE-88192,2027-07-05,BioHazard Supplies,Tall Oaks,East,Distribuidor,Efectivo,Devuelto,466,13.38,6235.08,0.05,311.75,5923.33,1125.43,7048.76
TRX-005039,2024-11-27,2024,11,Q4,AntibioMax 500,Antibiotico,Capsula,LOTE-72972,2027-08-10,Paraguas Distribuciones,Sheena Island,Pacific,Farmacia Minorista,Cheque,En tránsito,12,15.83,189.96,0.15,28.49,161.47,30.68,192.15
TRX-005040,2024-11-27,2024,11,Q4,PlasmaTec,Plasma Sintetico,Inyectable,LOTE-35546,2026-01-22,GenTech Medical,Tall Oaks,East,Farmacia Minorista,Cheque,Entregado,119,120.78,14372.82,0.0,0.0,14372.82,2730.84,17103.66
TRX-005041,2024-11-27,2024,11,Q4,ViraCure X,Antiviral,Tableta,LOTE-63876,2027-03-16,Farmacéutica Arklay,Terragrigia,South,Farmacia Minorista,Cheque,En tránsito,415,25.22,10466.3,0.05,523.31,9942.99,1889.17,11832.16
TRX-005042,2024-11-27,2024,11,Q4,Neurovita Complex,Suplemento,Ampolla,LOTE-63459,2026-05-11,Civivan Laboratories,Harvardville,East,Farmacia Minorista,Débito,Entregado,462,15.58,7197.96,0.05,359.9,6838.06,1299.23,8137.29
TRX-005043,2024-11-28,2024,11,Q4,Hemostabil,Coagulante,Inyectable,LOTE-92715,2026-04-15,Farmacéutica Arklay,Raccoon City,Midwest,Clínica Privada,Transferencia,En tránsito,290,50.97,14781.3,0.0,0.0,14781.3,2808.45,17589.75
TRX-005044,2024-11-28,2024,11,Q4,NecroCide Gel,Topico,Gel,LOTE-52166,2027-02-01,Spencer Labs,Raccoon City,Midwest,Clínica Privada,Efectivo,Entregado,338,9.91,3349.58,0.0,0.0,3349.58,636.42,3986.0
TRX-005045,2024-11-28,2024,11,Q4,Aspirina 500mg,Analgesico,Tableta,LOTE-46157,2027-03-26,Paraguas Distribuciones,Arklay County,Midwest,Farmacia Minorista,Efectivo,Entregado,248,2.72,674.56,0.15,101.18,573.38,108.94,682.32
TRX-005046,2024-11-28,2024,11,Q4,NecroCide Gel,Topico,Gel,LOTE-68373,2027-08-20,Civivan Laboratories,Edonia,Europe,Distribuidor,Efectivo,En tránsito,354,12.38,4382.52,0.1,438.25,3944.27,749.41,4693.68
TRX-005047,2024-11-28,2024,11,Q4,AntibioMax 500,Antibiotico,Capsula,LOTE-58001,2026-09-01,BioHazard Supplies,Tall Oaks,East,Distribuidor,Transferencia,Entregado,127,13.09,1662.43,0.1,166.24,1496.19,284.28,1780.47
TRX-005048,2024-11-29,2024,11,Q4,Aspirina 500mg,Analgesico,Tableta,LOTE-76680,2026-01-12,WilPharma Corp,Tall Oaks,East,Hospital Público,Efectivo,En tránsito,75,2.31,173.25,0.0,0.0,173.25,32.92,206.17
TRX-005049,2024-11-29,2024,11,Q4,CellRegen,Regenerador,Ampolla,LOTE-70482,2027-02-15,Civivan Laboratories,Sheena Island,Pacific,Online,Débito,Cancelado,361,95.58,34504.38,0.1,3450.44,31053.94,5900.25,36954.19
TRX-005050,2024-11-29,2024,11,Q4,Adravil 400mg,Antiinflamatorio,Capsula,LOTE-83438,2027-10-12,Spencer Labs,Sheena Island,Pacific,Farmacia Minorista,Débito,Cancelado,204,7.71,1572.84,0.0,0.0,1572.84,298.84,1871.68
TRX-005051,2024-11-29,2024,11,Q4,Adravil 400mg,Antiinflamatorio,Capsula,LOTE-97424,2025-12-23,Umbrella Pharma S.A.,Harvardville,East,Clínica Privada,Cheque,En tránsito,49,7.04,344.96,0.15,51.74,293.22,55.71,348.93
TRX-005052,2024-11-29,2024,11,Q4,Hemostabil,Coagulante,Inyectable,LOTE-41901,2026-03-10,Umbrella Pharma S.A.,Edonia,Europe,Hospital Público,Débito,Cancelado,79,46.43,3667.97,0.1,366.8,3301.17,627.22,3928.39
TRX-005053,2024-11-30,2024,11,Q4,NecroCide Gel,Topico,Gel,LOTE-97402,2026-10-17,Spencer Labs,Mixcoatl,South,Farmacia Minorista,Crédito,Cancelado,441,10.29,4537.89,0.1,453.79,4084.1,775.98,4860.08
TRX-005054,2024-11-30,2024,11,Q4,OsseoFlex,Oseo,Tableta,LOTE-73480,2026-08-23,Tricell Biomedical,Arklay County,Midwest,Clínica Privada,Efectivo,En tránsito,479,16.2,7759.8,0.1,775.98,6983.82,1326.93,8310.75
TRX-005055,2024-11-30,2024,11,Q4,AntibioMax 500,Antibiotico,Capsula,LOTE-18772,2026-03-16,Tricell Biomedical,Sheena Island,Pacific,Online,Débito,Entregado,241,15.44,3721.04,0.05,186.05,3534.99,671.65,4206.64
TRX-005056,2024-11-30,2024,11,Q4,NecroCide Gel,Topico,Gel,LOTE-17843,2026-07-21,Tricell Biomedical,Lanshiang,Asia,Farmacia Minorista,Débito,Entregado,349,10.14,3538.86,0.0,0.0,3538.86,672.38,4211.24
TRX-005057,2024-12-01,2024,12,Q4,CellRegen,Regenerador,Ampolla,LOTE-52285,2027-05-14,Civivan Laboratories,Arklay County,Midwest,Hospital Público,Cheque,En tránsito,154,100.55,15484.7,0.0,0.0,15484.7,2942.09,18426.79
TRX-005058,2024-12-01,2024,12,Q4,NecroCide Gel,Topico,Gel,LOTE-34577,2026-05-17,BioHazard Supplies,Lanshiang,Asia,Clínica Privada,Débito,Cancelado,274,12.42,3403.08,0.05,170.15,3232.93,614.26,3847.19
TRX-005059,2024-12-01,2024,12,Q4,NecroCide Gel,Topico,Gel,LOTE-86935,2027-02-22,WilPharma Corp,Tall Oaks,East,Farmacia Minorista,Efectivo,Cancelado,96,10.47,1005.12,0.05,50.26,954.86,181.42,1136.28
TRX-005060,2024-12-02,2024,12,Q4,ThermoShield,Antipiretico,Jarabe,LOTE-28726,2026-07-28,Paraguas Distribuciones,Terragrigia,South,Farmacia Minorista,Débito,Entregado,214,8.0,1712.0,0.1,171.2,1540.8,292.75,1833.55
TRX-005061,2024-12-02,2024,12,Q4,Betaferon Plus,Inmunomodulador,Capsula,LOTE-56478,2027-06-25,Paraguas Distribuciones,Raccoon City,Midwest,Hospital Público,Cheque,Entregado,294,29.43,8652.42,0.05,432.62,8219.8,1561.76,9781.56
TRX-005062,2024-12-02,2024,12,Q4,Betaferon Plus,Inmunomodulador,Capsula,LOTE-94876,2027-01-22,WilPharma Corp,Edonia,Europe,Online,Crédito,Entregado,209,33.63,7028.67,0.15,1054.3,5974.37,1135.13,7109.5
TRX-005063,2024-12-02,2024,12,Q4,Aspirina 1000mg,Analgesico,Tableta,LOTE-87344,2027-10-20,WilPharma Corp,Arklay County,Midwest,Online,Efectivo,Entregado,343,3.76,1289.68,0.05,64.48,1225.2,232.79,1457.99
TRX-005064,2024-12-02,2024,12,Q4,Betaferon Plus,Inmunomodulador,Capsula,LOTE-17227,2027-06-05,Umbrella Pharma S.A.,Raccoon City,Midwest,Distribuidor,Débito,Cancelado,88,34.69,3052.72,0.0,0.0,3052.72,580.02,3632.74
TRX-005065,2024-12-02,2024,12,Q4,Adravil 200mg,Antiinflamatorio,Capsula,LOTE-66382,2027-05-24,GenTech Medical,Terragrigia,South,Clínica Privada,Efectivo,Entregado,306,4.1,1254.6,0.0,0.0,1254.6,238.37,1492.97
TRX-005066,2024-12-03,2024,12,Q4,ViraCure X,Antiviral,Tableta,LOTE-74954,2026-07-14,Tricell Biomedical,Tall Oaks,East,Hospital Público,Cheque,En tránsito,264,22.35,5900.4,0.0,0.0,5900.4,1121.08,7021.48
TRX-005067,2024-12-03,2024,12,Q4,Betaferon Plus,Inmunomodulador,Capsula,LOTE-70239,2026-08-02,Spencer Labs,Raccoon City,Midwest,Online,Débito,Devuelto,425,33.6,14280.0,0.1,1428.0,12852.0,2441.88,15293.88
TRX-005068,2024-12-03,2024,12,Q4,Aspirina 1000mg,Analgesico,Tableta,LOTE-25777,2027-08-25,Tricell Biomedical,Arklay County,Midwest,Distribuidor,Débito,Cancelado,390,3.77,1470.3,0.0,0.0,1470.3,279.36,1749.66
TRX-005069,2024-12-03,2024,12,Q4,CalmEase 10mg,Sedante,Tableta,LOTE-83170,2026-04-20,Tricell Biomedical,Arklay County,Midwest,Hospital Público,Transferencia,Devuelto,325,9.23,2999.75,0.0,0.0,2999.75,569.95,3569.7
