"ID_Reporte","Fecha_Emision","Fecha_Auditoria_Forense","Investigador_Responsable","Comite_Aprobador","Ensayo_Asociado","Sede","ID_Sujeto_Principal","Num_Sujetos_Declarados","Num_Sujetos_Real","Tasa_Exito_Declarada_Pct","Tasa_Exito_Real_Pct","Muertes_Reportadas","Muertes_Reales_Estimadas","Tipo_Alteracion_Principal","Num_Alteraciones_Detectadas","Clasificacion_Documento","Nivel_Riesgo_Fraude","Score_Fraude_0_100","Estado_Auditoria","Auditado_Por","Observaciones"
"RBF-04283","2021-05-28","2022-02-03","Dr. Ashford, E.","Comité de Revisión Externe BSAA","Estudio Plagas-Las Illuminadas","Spencer Estate Lab","SUJ-4777","41","45","91.3","37.52","3","8","Falsificación de firma de consentimiento","9","CONFIDENCIAL","Crítico","34.1","En revisión","AUD-115","Datos duplicados de ensayo anterior."
"RBF-04284","2012-11-07","2014-08-23","Dr. Dubois, L.","Comité de Revisión Externe BSAA","Estudio Megamycete","Spencer Estate Lab","SUJ-5996","51","63","92.03","70.08","4","11","Manipulación de dosis registrada","15","ULTRA SECRETO","Bajo","64.4","En revisión","AUD-820","Aprobación ética emitida retroactivamente."
"RBF-04285","2015-10-27","2017-03-05","Dra. Vega, N.","Panel Clínico Raccoon City","Experimento Wesker","Mobile Unit Delta","SUJ-4453","71","79","84.99","61.07","3","10","Modificación de resultado post-mortem","13","RESTRINGIDO","Medio","86.4","Archivado","AUD-900","Consentimiento firmado bajo coerción."
"RBF-04286","2018-10-14","2019-05-14","Dr. Ashford, E.","Comité Ético NEST-Arklay","Proyecto Excella","Laboratorio Remoto Dulvey","SUJ-3011","78","78","79.94","43.91","4","6","Falsificación de grupo de control","7","ULTRA SECRETO","Crítico","76.6","Pendiente","AUD-986","Muestra biológica alterada post-análisis."
"RBF-04287","2020-08-15","2021-10-15","Dra. Vega, N.","Comité Internacional de Bioética","Proyecto Némesis","Centro de Investigación Kijuju","SUJ-7101","29","34","97.32","78.67","3","11","Datos de control fabricados","3","CONFIDENCIAL","Bajo","91.4","En revisión","AUD-747","Consentimiento firmado bajo coerción."
"RBF-04288","2018-11-19","2020-01-05","Dr. Torres, C.","Junta Regulatoria Nemesis Div.","Estudio Megamycete","Satellite Lab B-17","SUJ-3325","83","83","89.25","56.79","1","6","Alteración de fechas de aplicación","12","ULTRA SECRETO","Bajo","46.1","Fraude confirmado","AUD-290","Consentimiento firmado bajo coerción."
"RBF-04289","2022-09-16","2023-03-04","Dra. Okafor, B.","Comité Ético NEST-Arklay","Prueba NE-α","Lab Urbano RC-04","SUJ-1587","19","36","82.61","44.34","0","6","Falsificación de aprobación ética","9","ULTRA SECRETO","Alto","36","En revisión","AUD-623","Testigo externo reporta irregularidades."
"RBF-04290","2018-09-05","2020-01-16","Dr. Ashford, E.","Panel Bioético Sector B","Ensayo T-002","Satellite Lab B-17","SUJ-4851","66","81","79.29","43.41","4","12","Manipulación de estadística de éxito","3","USO INTERNO","Bajo","74.3","Fraude confirmado","AUD-401","Protocolo no seguido, datos fabricados."
"RBF-04291","2016-06-12","2017-01-26","Dr. Torres, C.","Comité Ético NEST-Arklay","Protocolo G-Virus","Raccoon City Hospital","SUJ-8213","41","48","91.01","62.77","0","6","Omisión de muerte no reportada","1","RESTRINGIDO","Crítico","97.2","Fraude confirmado","AUD-268","Protocolo no seguido, datos fabricados."
"RBF-04292","2022-11-12","2024-09-19","Dr. Yamamoto, K.","Panel Clínico Raccoon City","Ensayo Mutación Hunter","Raccoon City Hospital","SUJ-8434","45","50","78.3","41.6","1","10","Alteración de muestra de tejido","7","USO INTERNO","Alto","45.9","Pendiente","AUD-236","Protocolo no seguido, datos fabricados."
"RBF-04293","2020-09-03","2021-10-05","Dr. Birkin, W.","Comité de Revisión Externe BSAA","Ensayo RE-Cadou","Laboratorio Remoto Dulvey","SUJ-2871","15","27","76.46","23.11","4","12","Alteración de muestra de tejido","12","CONFIDENCIAL","Medio","40.6","Pendiente","AUD-381","Consentimiento firmado bajo coerción."
"RBF-04294","2015-08-29","2016-06-30","Dr. Wesker, A.","Comité de Ética Médica T-Sector","Ensayo Mold-E-Variant","Centro de Investigación Kijuju","SUJ-1348","3","19","85.78","62.54","0","0","Omisión de efectos adversos","14","RESTRINGIDO","Crítico","37","Pendiente","AUD-883","Protocolo no seguido, datos fabricados."
"RBF-04295","2012-05-01","2012-12-24","Dra. Spencer, A.","Panel de Cumplimiento Viral","Estudio Megamycete","Spencer Estate Lab","SUJ-9174","11","23","79.54","38.35","3","3","Omisión de efectos adversos","13","USO INTERNO","Crítico","24.8","Fraude confirmado","AUD-199","Datos duplicados de ensayo anterior."
"RBF-04296","2019-02-10","2020-02-18","Dra. Singh, A.","Panel Clínico Raccoon City","Ensayo RE-Cadou","Mobile Unit Delta","SUJ-1553","53","62","88.35","71.61","1","3","Falsificación de grupo de control","5","RESTRINGIDO","Crítico","51.2","Fraude confirmado","AUD-610","Aprobación ética emitida retroactivamente."
"RBF-04297","2015-01-24","2015-07-03","Dr. Chen, W.","Comité de Revisión Umbrella Corp.","Ensayo T-002","Laboratorio Remoto Dulvey","SUJ-5428","46","51","75.07","57.41","3","11","Manipulación de estadística de éxito","12","CONFIDENCIAL","Crítico","7.4","Archivado","AUD-144","Hash de documento no coincide con archivo original."
"RBF-04298","2020-10-14","2020-12-15","Dra. Novak, H.","Comité de Revisión Externe BSAA","Ensayo RE-Cadou","Facility Salazar","SUJ-5554","30","47","89.03","51.96","3","3","Modificación de resultado post-mortem","8","USO INTERNO","Bajo","31.8","En revisión","AUD-823","Protocolo no seguido, datos fabricados."
"RBF-04299","2017-01-19","2018-09-23","Dra. Spencer, A.","Panel Clínico Raccoon City","Experimento Wesker","Facility Salazar","SUJ-7294","57","76","79.37","60.17","1","1","Supresión de reacción alérgica severa","6","CONFIDENCIAL","Bajo","77.3","Fraude confirmado","AUD-227","Muestra biológica alterada post-análisis."
"RBF-04300","2017-07-02","2017-10-01","Dr. Dubois, L.","Junta de Supervisión STARS","Proyecto Excella","Lab Urbano RC-04","SUJ-5921","18","30","72.01","56.12","4","8","Supresión de reacción alérgica severa","7","RESTRINGIDO","Medio","56.2","Pendiente","AUD-652","Firmas no coinciden con fecha declarada."
"RBF-04301","2014-07-23","2015-06-05","Dr. Wesker, A.","Junta Regulatoria Nemesis Div.","Ensayo Mutación Hunter","Lab Urbano RC-04","SUJ-2384","51","65","75.3","53.44","2","9","Fabricación de consentimiento informado","15","USO INTERNO","Medio","24.4","En revisión","AUD-919","Aprobación ética emitida retroactivamente."
"RBF-04302","2015-12-28","2016-06-14","Dra. Petrova, I.","Junta Regulatoria Nemesis Div.","Estudio Plagas-Las Illuminadas","NEST Underground","SUJ-1978","48","53","96.27","58.68","2","3","Alteración de fechas de aplicación","10","CONFIDENCIAL","Medio","86.3","Archivado","AUD-899","Muestra biológica alterada post-análisis."
"RBF-04303","2018-03-15","2018-08-05","Dra. Petrova, I.","Comité Internacional de Bioética","Protocolo G-Virus","Mobile Unit Delta","SUJ-5572","66","76","94.55","51.42","1","4","Supresión de muestra contaminada","9","RESTRINGIDO","Alto","64.2","Archivado","AUD-769","Testigo externo reporta irregularidades."
"RBF-04304","2022-07-21","2023-12-09","Dra. Novak, H.","Comité de Revisión Externe BSAA","Experimento Wesker","Spencer Estate Lab","SUJ-7290","8","15","78.07","54.97","2","7","Falsificación de grupo de control","16","CONFIDENCIAL","Alto","25.3","Archivado","AUD-949","Testigo externo reporta irregularidades."
"RBF-04305","2016-03-17","2017-07-29","Dra. Novak, H.","Panel Bioético Sector B","Protocolo G-Virus","Laboratorio Remoto Dulvey","SUJ-9115","22","35","92.24","50.51","0","0","Fabricación de consentimiento informado","4","USO INTERNO","Crítico","81.1","Archivado","AUD-328","Protocolo no seguido, datos fabricados."
"RBF-04306","2016-11-03","2018-02-04","Dr. Torres, C.","Comité de Ética Médica T-Sector","Protocolo Umbrella-X","Arklay Mountain Lab","SUJ-1308","6","18","87.82","65.52","4","7","Manipulación de estadística de éxito","10","RESTRINGIDO","Crítico","84.4","Escalado a fiscal","AUD-972","Sujeto registrado fallecido antes del ensayo."
"RBF-04307","2014-01-30","2014-08-23","Dra. Spencer, A.","Comité de Ética Médica T-Sector","Proyecto Excella","Raccoon City Hospital","SUJ-7268","76","77","97.24","57.7","3","6","Supresión de muestra contaminada","10","ULTRA SECRETO","Medio","52.3","Pendiente","AUD-741","Protocolo no seguido, datos fabricados."
"RBF-04308","2019-08-16","2020-08-31","Dra. Singh, A.","Junta de Supervisión STARS","Estudio Plagas-Las Illuminadas","Raccoon City Hospital","SUJ-7302","57","57","81.71","50.23","3","11","Alteración de muestra de tejido","8","RESTRINGIDO","Bajo","68.1","Escalado a fiscal","AUD-904","Protocolo no seguido, datos fabricados."
"RBF-04309","2018-07-27","2019-04-08","Dr. Marcus, J.","Panel Bioético Sector B","Protocolo Umbrella-X","Facility Salazar","SUJ-8274","36","40","89.72","48.57","1","9","Fabricación de consentimiento informado","1","CONFIDENCIAL","Crítico","63.7","Fraude confirmado","AUD-197","Hash de documento no coincide con archivo original."
"RBF-04310","2019-05-30","2020-04-26","Dr. Torres, C.","Comité de Revisión Externe BSAA","Protocolo Eveline","Raccoon City Hospital","SUJ-1727","79","89","73.65","18.85","3","8","Alteración de fechas de aplicación","3","ULTRA SECRETO","Alto","31","Pendiente","AUD-344","Datos duplicados de ensayo anterior."
"RBF-04311","2016-04-05","2018-01-13","Dra. Cortez, M.","Panel Clínico Raccoon City","Proyecto Excella","Satellite Lab B-17","SUJ-4677","57","66","82.3","29.79","0","7","Alteración de fechas de aplicación","12","ULTRA SECRETO","Medio","67.9","Fraude confirmado","AUD-606","Firmas no coinciden con fecha declarada."
"RBF-04312","2012-12-17","2013-06-25","Dra. Reyes, P.","Comité de Ética Médica T-Sector","Prueba NE-α","Lab Urbano RC-04","SUJ-4370","49","60","97.06","81.89","0","11","Manipulación de dosis registrada","7","USO INTERNO","Bajo","63.4","Escalado a fiscal","AUD-604","Datos duplicados de ensayo anterior."
"RBF-04313","2020-08-28","2022-07-12","Dra. Novak, H.","Junta de Supervisión STARS","Estudio Uroboros","Spencer Estate Lab","SUJ-7214","45","54","86.01","35.59","1","10","Falsificación de aprobación ética","1","RESTRINGIDO","Crítico","34.2","Archivado","AUD-792","Testigo externo reporta irregularidades."
"RBF-04314","2018-12-08","2020-09-24","Dra. Okafor, B.","Comité Internacional de Bioética","Ensayo Mutación Hunter","Facility Salazar","SUJ-4021","82","90","79.48","61.82","3","6","Supresión de muestra contaminada","1","ULTRA SECRETO","Bajo","84.2","Fraude confirmado","AUD-382","Testigo externo reporta irregularidades."
"RBF-04315","2015-04-24","2015-11-14","Dra. Reyes, P.","Panel Bioético Sector B","Experimento Wesker","Mobile Unit Delta","SUJ-8062","66","67","75.13","22.01","2","11","Alteración de fechas de aplicación","4","RESTRINGIDO","Crítico","66","Archivado","AUD-314","Testigo externo reporta irregularidades."
"RBF-04316","2020-12-12","2022-08-25","Dr. Marcus, J.","Junta Regulatoria Nemesis Div.","Prueba NE-α","Arklay Mountain Lab","SUJ-9724","77","80","90.29","64.02","2","9","Alteración de fechas de aplicación","5","RESTRINGIDO","Bajo","47.7","Pendiente","AUD-363","Datos duplicados de ensayo anterior."
"RBF-04317","2014-10-06","2016-05-24","Dra. Spencer, A.","Junta Regulatoria Nemesis Div.","Proyecto Excella","Arklay Mountain Lab","SUJ-1856","45","48","88.77","58.49","4","6","Reemplazo de sujeto de prueba","1","ULTRA SECRETO","Medio","47.1","En revisión","AUD-135","Protocolo no seguido, datos fabricados."
"RBF-04318","2019-12-30","2020-09-20","Dr. Marcus, J.","Junta Regulatoria Nemesis Div.","Protocolo Umbrella-X","Spencer Estate Lab","SUJ-5999","79","84","81.72","63.05","1","2","Manipulación de dosis registrada","1","CONFIDENCIAL","Alto","35","En revisión","AUD-329","Consentimiento firmado bajo coerción."
"RBF-04319","2012-10-28","2013-02-23","Dra. Reyes, P.","Panel Clínico Raccoon City","Fase C-Virus Alpha","Raccoon City Hospital","SUJ-1512","20","31","96.72","77.23","4","9","Manipulación de dosis registrada","5","RESTRINGIDO","Bajo","65.6","Archivado","AUD-160","Sujeto registrado fallecido antes del ensayo."
"RBF-04320","2012-12-02","2014-02-26","Dr. Wesker, A.","Panel Bioético Sector B","Proyecto Excella","Laboratorio Remoto Dulvey","SUJ-9872","64","70","72.58","28.51","2","6","Datos de control fabricados","9","USO INTERNO","Medio","22.4","Fraude confirmado","AUD-959","Firmas no coinciden con fecha declarada."
"RBF-04321","2015-01-02","2016-07-19","Dr. Salazar, R.","Panel Bioético Sector B","Estudio Plagas-Las Illuminadas","Laboratorio Remoto Dulvey","SUJ-6698","67","85","79.9","27.13","2","9","Modificación de resultado post-mortem","10","CONFIDENCIAL","Crítico","51.1","En revisión","AUD-449","Resultados estadísticos inconsistentes."
"RBF-04322","2013-09-23","2015-03-07","Dr. Mendoza, F.","Panel Clínico Raccoon City","Estudio Plagas-Las Illuminadas","Arklay Mountain Lab","SUJ-1425","83","84","95.95","56.52","2","2","Falsificación de grupo de control","7","CONFIDENCIAL","Medio","47.2","Fraude confirmado","AUD-856","Firmas no coinciden con fecha declarada."
"RBF-04323","2016-04-05","2016-12-12","Dr. Wesker, A.","Comité de Revisión Externe BSAA","Protocolo G-Virus","Laboratorio Remoto Dulvey","SUJ-6508","3","21","80.34","36.71","4","14","Supresión de muestra contaminada","15","ULTRA SECRETO","Medio","87.3","Fraude confirmado","AUD-783","Resultados estadísticos inconsistentes."
"RBF-04324","2019-12-25","2021-09-20","Dr. Salazar, R.","Panel Bioético Sector B","Protocolo Eveline","Arklay Mountain Lab","SUJ-5301","54","57","78.56","33.08","1","12","Manipulación de dosis registrada","14","RESTRINGIDO","Bajo","30.3","En revisión","AUD-584","Protocolo no seguido, datos fabricados."
"RBF-04325","2020-10-15","2022-03-13","Dr. Torres, C.","Comité Ético NEST-Arklay","Experimento Wesker","Arklay Mountain Lab","SUJ-4547","78","80","85.89","60.38","0","9","Manipulación de estadística de éxito","4","USO INTERNO","Crítico","64.4","En revisión","AUD-687","Testigo externo reporta irregularidades."
"RBF-04326","2019-02-09","2020-06-26","Dra. Okafor, B.","Comité de Ética Médica T-Sector","Protocolo Umbrella-X","Facility Salazar","SUJ-1448","64","67","93.42","76.61","0","2","Manipulación de estadística de éxito","14","CONFIDENCIAL","Medio","33","Pendiente","AUD-274","Consentimiento firmado bajo coerción."
"RBF-04327","2013-09-23","2014-08-04","Dr. Birkin, W.","Comité de Revisión Umbrella Corp.","Ensayo T-002","Satellite Lab B-17","SUJ-6586","40","53","74.68","59.61","2","8","Datos de control fabricados","7","RESTRINGIDO","Alto","10.7","Archivado","AUD-440","Datos duplicados de ensayo anterior."
"RBF-04328","2020-04-17","2020-05-31","Dr. Chen, W.","Comité de Ética Médica T-Sector","Estudio Plagas-Las Illuminadas","Lab Urbano RC-04","SUJ-8111","59","64","96.52","67.49","1","10","Alteración de fechas de aplicación","8","RESTRINGIDO","Crítico","78.9","Fraude confirmado","AUD-824","Sujeto registrado fallecido antes del ensayo."
"RBF-04329","2016-05-14","2017-08-25","Dra. Vega, N.","Panel Clínico Raccoon City","Proyecto Excella","Facility Salazar","SUJ-8004","55","60","92.67","68.01","1","12","Falsificación de aprobación ética","8","CONFIDENCIAL","Medio","91.4","Fraude confirmado","AUD-926","Sujeto registrado fallecido antes del ensayo."
"RBF-04330","2015-07-21","2016-04-28","Dr. Birkin, W.","Panel de Cumplimiento Viral","Ensayo Mutación Hunter","NEST Underground","SUJ-1935","62","70","76.71","59.22","3","6","Manipulación de dosis registrada","5","ULTRA SECRETO","Bajo","27.7","En revisión","AUD-754","Muestra biológica alterada post-análisis."
"RBF-04331","2016-01-17","2016-10-26","Dra. Petrova, I.","Comité de Revisión Umbrella Corp.","Fase Miranda-Prime","Satellite Lab B-17","SUJ-2789","4","8","90.51","68.33","3","12","Fabricación de consentimiento informado","11","ULTRA SECRETO","Crítico","82.6","En revisión","AUD-193","Datos duplicados de ensayo anterior."
"RBF-04332","2013-03-12","2014-03-12","Dra. Reyes, P.","Panel Bioético Sector B","Fase Gamma-Licker","Satellite Lab B-17","SUJ-7358","60","66","82.01","62.03","4","8","Manipulación de estadística de éxito","2","ULTRA SECRETO","Alto","74.8","Archivado","AUD-609","Aprobación ética emitida retroactivamente."
"RBF-04333","2013-01-09","2014-04-28","Dra. Reyes, P.","Comité de Revisión Externe BSAA","Protocolo G-Virus","Raccoon City Hospital","SUJ-5709","75","87","82.46","30.86","3","10","Supresión de reacción alérgica severa","15","CONFIDENCIAL","Bajo","73.7","Pendiente","AUD-328","Consentimiento firmado bajo coerción."
"RBF-04334","2012-01-22","2013-10-06","Dra. Okafor, B.","Panel Bioético Sector B","Prueba NE-α","Lab Urbano RC-04","SUJ-9761","30","30","92.37","71.76","4","4","Supresión de reacción alérgica severa","15","RESTRINGIDO","Crítico","88.9","Fraude confirmado","AUD-328","Datos duplicados de ensayo anterior."
"RBF-04335","2022-07-29","2023-04-12","Dr. Ashford, E.","Comité Ético NEST-Arklay","Ensayo Mold-E-Variant","Centro de Investigación Kijuju","SUJ-8594","2","3","97.03","60.52","0","0","Supresión de reacción alérgica severa","7","USO INTERNO","Alto","92","En revisión","AUD-351","Resultados estadísticos inconsistentes."
"RBF-04336","2015-06-16","2017-03-12","Dr. Ashford, E.","Panel Clínico Raccoon City","Proyecto Excella","Lab Urbano RC-04","SUJ-7944","62","81","75.29","36.57","2","13","Alteración de fechas de aplicación","4","RESTRINGIDO","Bajo","25.2","Fraude confirmado","AUD-455","Muestra biológica alterada post-análisis."
"RBF-04337","2016-12-26","2017-06-26","Dra. Reyes, P.","Comité de Revisión Externe BSAA","Protocolo Umbrella-X","Spencer Estate Lab","SUJ-9501","49","58","82.94","46.2","1","7","Falsificación de aprobación ética","14","CONFIDENCIAL","Bajo","29.7","Pendiente","AUD-633","Testigo externo reporta irregularidades."
"RBF-04338","2016-01-14","2017-09-22","Dr. Torres, C.","Panel Bioético Sector B","Protocolo Eveline","Mobile Unit Delta","SUJ-5261","9","14","84.5","65.54","0","11","Omisión de muerte no reportada","8","USO INTERNO","Medio","87.8","En revisión","AUD-217","Datos duplicados de ensayo anterior."
"RBF-04339","2020-07-15","2020-08-19","Dra. Reed, L.","Panel Bioético Sector B","Fase Gamma-Licker","Mobile Unit Delta","SUJ-3663","31","34","81.78","54.03","0","8","Manipulación de dosis registrada","10","USO INTERNO","Medio","48.7","Archivado","AUD-338","Resultados estadísticos inconsistentes."
"RBF-04340","2015-01-09","2016-04-10","Dr. Birkin, W.","Comité de Revisión Externe BSAA","Ensayo Mold-E-Variant","Satellite Lab B-17","SUJ-7247","61","68","81.44","64.39","4","7","Manipulación de dosis registrada","13","CONFIDENCIAL","Crítico","56.7","Pendiente","AUD-518","Muestra biológica alterada post-análisis."
"RBF-04341","2013-02-22","2013-05-08","Dr. Wesker, A.","Comité Internacional de Bioética","Protocolo Eveline","Arklay Mountain Lab","SUJ-8656","79","92","73.36","42.53","2","9","Modificación de resultado post-mortem","6","RESTRINGIDO","Alto","57.8","Fraude confirmado","AUD-612","Resultados estadísticos inconsistentes."
"RBF-04342","2013-06-26","2013-09-05","Dr. Chen, W.","Comité de Revisión Umbrella Corp.","Ensayo T-002","Satellite Lab B-17","SUJ-4903","48","63","89.82","67.28","4","13","Manipulación de estadística de éxito","4","CONFIDENCIAL","Crítico","73.9","En revisión","AUD-267","Aprobación ética emitida retroactivamente."
"RBF-04343","2012-12-23","2014-05-18","Dra. Singh, A.","Comité de Revisión Umbrella Corp.","Ensayo Mold-E-Variant","Raccoon City Hospital","SUJ-3160","25","39","83.34","45.87","0","6","Alteración de muestra de tejido","5","ULTRA SECRETO","Crítico","64.8","Fraude confirmado","AUD-878","Muestra biológica alterada post-análisis."
"RBF-04344","2014-02-06","2015-08-06","Dra. Singh, A.","Panel Clínico Raccoon City","Ensayo RE-Cadou","Spencer Estate Lab","SUJ-1248","36","48","77.06","34.35","1","2","Alteración de fechas de aplicación","10","ULTRA SECRETO","Medio","59.2","En revisión","AUD-266","Sujeto registrado fallecido antes del ensayo."
"RBF-04345","2016-10-31","2017-01-03","Dra. Spencer, A.","Comité de Ética Médica T-Sector","Investigación Las Plagas Fase III","NEST Underground","SUJ-5598","8","19","93.22","56.94","3","7","Falsificación de firma de consentimiento","13","RESTRINGIDO","Crítico","83.6","Pendiente","AUD-148","Muestra biológica alterada post-análisis."
"RBF-04346","2017-01-12","2018-04-22","Dra. Vega, N.","Junta de Supervisión STARS","Estudio Plagas-Las Illuminadas","Facility Salazar","SUJ-5495","73","79","92.87","60.5","4","12","Omisión de efectos adversos","11","USO INTERNO","Crítico","59","Pendiente","AUD-183","Consentimiento firmado bajo coerción."
"RBF-04347","2018-03-31","2019-10-25","Dra. Spencer, A.","Comité Ético NEST-Arklay","Estudio Uroboros","Laboratorio Remoto Dulvey","SUJ-2401","58","72","84.65","54.16","0","8","Alteración de fechas de aplicación","5","ULTRA SECRETO","Medio","98","Escalado a fiscal","AUD-743","Muestra biológica alterada post-análisis."
"RBF-04348","2018-03-22","2019-05-29","Dra. Spencer, A.","Panel Bioético Sector B","Investigación Las Plagas Fase III","Lab Urbano RC-04","SUJ-5094","45","50","79.76","31.09","3","5","Manipulación de estadística de éxito","5","USO INTERNO","Bajo","69.8","Pendiente","AUD-999","Aprobación ética emitida retroactivamente."
"RBF-04349","2017-09-29","2019-03-03","Dr. Salazar, R.","Comité de Revisión Externe BSAA","Protocolo G-Virus","Laboratorio Remoto Dulvey","SUJ-9893","62","75","88.59","64.82","3","13","Alteración de fechas de aplicación","1","USO INTERNO","Medio","7.7","Fraude confirmado","AUD-442","Testigo externo reporta irregularidades."
"RBF-04350","2016-07-29","2016-12-06","Dr. Torres, C.","Panel Clínico Raccoon City","Proyecto Némesis","Raccoon City Hospital","SUJ-5846","39","53","79.49","35.12","0","11","Falsificación de grupo de control","9","USO INTERNO","Medio","7.7","Archivado","AUD-977","Sujeto registrado fallecido antes del ensayo."
"RBF-04351","2013-02-27","2014-07-05","Dr. Torres, C.","Panel Clínico Raccoon City","Protocolo G-Virus","Arklay Mountain Lab","SUJ-6530","58","68","78.14","32.84","2","4","Falsificación de aprobación ética","7","ULTRA SECRETO","Bajo","82.9","Escalado a fiscal","AUD-259","Hash de documento no coincide con archivo original."
"RBF-04352","2012-04-17","2013-10-06","Dra. Spencer, A.","Comité de Revisión Externe BSAA","Proyecto Excella","Facility Salazar","SUJ-7465","81","84","90.99","59.22","0","1","Supresión de reacción alérgica severa","9","ULTRA SECRETO","Alto","79.4","En revisión","AUD-727","Testigo externo reporta irregularidades."
"RBF-04353","2013-01-02","2013-10-05","Dra. Reed, L.","Comité de Ética Médica T-Sector","Protocolo G-Virus","Lab Urbano RC-04","SUJ-1632","83","87","73.05","46.16","1","7","Manipulación de estadística de éxito","10","USO INTERNO","Crítico","50.4","Pendiente","AUD-805","Protocolo no seguido, datos fabricados."
"RBF-04354","2015-12-20","2016-04-13","Dr. Dubois, L.","Junta de Supervisión STARS","Prueba NE-α","Mobile Unit Delta","SUJ-5493","64","65","74.46","40.64","3","8","Falsificación de grupo de control","3","USO INTERNO","Medio","9.4","Escalado a fiscal","AUD-598","Hash de documento no coincide con archivo original."
"RBF-04355","2018-03-20","2019-11-11","Dr. Isaacs, S.","Comité de Ética Médica T-Sector","Fase C-Virus Alpha","Satellite Lab B-17","SUJ-6926","44","63","72.18","53.45","1","5","Falsificación de grupo de control","9","CONFIDENCIAL","Alto","49","Fraude confirmado","AUD-731","Firmas no coinciden con fecha declarada."
"RBF-04356","2013-01-16","2013-02-27","Dr. Dubois, L.","Junta de Supervisión STARS","Ensayo T-002","Laboratorio Remoto Dulvey","SUJ-5403","29","43","75.98","59.14","4","10","Falsificación de grupo de control","5","USO INTERNO","Bajo","34.2","En revisión","AUD-528","Testigo externo reporta irregularidades."
"RBF-04357","2018-09-11","2019-12-01","Dr. Birkin, W.","Junta Regulatoria Nemesis Div.","Protocolo G-Virus","Spencer Estate Lab","SUJ-5104","59","68","73.79","54.33","3","6","Fabricación de consentimiento informado","11","RESTRINGIDO","Medio","38.5","Pendiente","AUD-666","Datos duplicados de ensayo anterior."
"RBF-04358","2018-09-15","2019-05-26","Dra. Cortez, M.","Panel Bioético Sector B","Proyecto Excella","Laboratorio Remoto Dulvey","SUJ-1202","71","74","97.89","75.4","2","6","Omisión de efectos adversos","1","ULTRA SECRETO","Crítico","45.6","En revisión","AUD-476","Testigo externo reporta irregularidades."
"RBF-04359","2020-10-18","2021-04-01","Dr. Marcus, J.","Comité de Ética Médica T-Sector","Investigación Las Plagas Fase III","Spencer Estate Lab","SUJ-3036","9","16","79.51","44.34","0","8","Omisión de efectos adversos","2","CONFIDENCIAL","Bajo","90.9","En revisión","AUD-394","Datos duplicados de ensayo anterior."
"RBF-04360","2015-08-21","2016-09-21","Dr. Salazar, R.","Panel Bioético Sector B","Ensayo Mutación Hunter","Satellite Lab B-17","SUJ-6028","6","16","75.88","26.91","4","14","Datos de control fabricados","14","ULTRA SECRETO","Alto","81.5","Fraude confirmado","AUD-513","Resultados estadísticos inconsistentes."
"RBF-04361","2021-09-07","2022-08-05","Dra. Reyes, P.","Comité de Revisión Externe BSAA","Proyecto Némesis","Spencer Estate Lab","SUJ-6259","29","45","78.27","53.84","1","9","Falsificación de grupo de control","8","USO INTERNO","Alto","49.5","En revisión","AUD-279","Muestra biológica alterada post-análisis."
"RBF-04362","2016-04-26","2017-01-25","Dra. Novak, H.","Comité Internacional de Bioética","Fase Gamma-Licker","Laboratorio Remoto Dulvey","SUJ-5333","58","64","96.34","43.93","4","7","Alteración de muestra de tejido","14","ULTRA SECRETO","Medio","35.5","Archivado","AUD-183","Consentimiento firmado bajo coerción."
"RBF-04363","2012-02-20","2014-01-13","Dra. Novak, H.","Panel Bioético Sector B","Estudio Plagas-Las Illuminadas","Facility Salazar","SUJ-3929","17","27","85.52","32.32","2","7","Reemplazo de sujeto de prueba","14","USO INTERNO","Crítico","43.8","Fraude confirmado","AUD-194","Datos duplicados de ensayo anterior."
"RBF-04364","2015-04-10","2015-08-10","Dr. Birkin, W.","Comité Ético NEST-Arklay","Investigación Las Plagas Fase III","Laboratorio Remoto Dulvey","SUJ-8271","16","25","81.49","28.13","0","1","Manipulación de dosis registrada","8","RESTRINGIDO","Bajo","95.2","Escalado a fiscal","AUD-494","Datos duplicados de ensayo anterior."
"RBF-04365","2016-08-21","2016-10-06","Dra. Novak, H.","Comité de Ética Médica T-Sector","Investigación Las Plagas Fase III","Arklay Mountain Lab","SUJ-8581","3","3","94.71","46.21","4","6","Omisión de muerte no reportada","9","ULTRA SECRETO","Alto","51","Archivado","AUD-562","Firmas no coinciden con fecha declarada."
"RBF-04366","2016-05-07","2017-10-10","Dr. Dubois, L.","Comité de Ética Médica T-Sector","Ensayo Mutación Hunter","Satellite Lab B-17","SUJ-1282","21","28","82.27","52.72","1","9","Alteración de fechas de aplicación","14","USO INTERNO","Medio","71.6","Fraude confirmado","AUD-108","Muestra biológica alterada post-análisis."
"RBF-04367","2020-09-26","2022-09-11","Dra. Novak, H.","Comité de Revisión Umbrella Corp.","Ensayo Mutación Hunter","Mobile Unit Delta","SUJ-8207","64","68","80.71","62.8","4","9","Reemplazo de sujeto de prueba","12","ULTRA SECRETO","Medio","15.7","Archivado","AUD-749","Protocolo no seguido, datos fabricados."
